name,bitdepth,rmse,psnr,compressed_size,bpp,compression_ratio,ssim
I77_q10_rec,16,922.5059,37.03,95676,2.9198,5.48,
I77_q30_rec,16,922.5164,37.03,54640,1.6675,9.6,
I77_q60_rec,16,922.5375,37.03,37326,1.1391,14.05,
I78_q10_rec,16,922.5059,37.03,95339,2.9095,5.5,
I78_q30_rec,16,922.5163,37.03,54433,1.6612,9.63,
I78_q60_rec,16,922.5371,37.03,37263,1.1372,14.07,
I79_q10_rec,16,922.5059,37.03,95001,2.8992,5.52,
I79_q30_rec,16,922.5162,37.03,54369,1.6592,9.64,
I79_q60_rec,16,922.5371,37.03,37468,1.1434,13.99,
I7_q10_rec,16,922.506,37.03,108640,3.3154,4.83,
I7_q30_rec,16,922.5174,37.03,66476,2.0287,7.89,
I7_q60_rec,16,922.5441,37.03,48209,1.4712,10.88,
I80_q10_rec,16,922.5059,37.03,94484,2.8834,5.55,
I80_q30_rec,16,922.5161,37.03,54107,1.6512,9.69,
I80_q60_rec,16,922.5368,37.03,37446,1.1428,14.0,
I81_q10_rec,16,922.5059,37.03,93695,2.8593,5.6,
I81_q30_rec,16,922.5159,37.03,53914,1.6453,9.72,
I81_q60_rec,16,922.5364,37.03,37382,1.1408,14.03,
I82_q10_rec,16,922.5059,37.03,93788,2.8622,5.59,
I82_q30_rec,16,922.5159,37.03,53818,1.6424,9.74,
I82_q60_rec,16,922.5366,37.03,37482,1.1439,13.99,
I83_q10_rec,16,922.5059,37.03,93342,2.8486,5.62,
I83_q30_rec,16,922.5158,37.03,53842,1.6431,9.74,
I83_q60_rec,16,922.5363,37.03,37516,1.1449,13.98,
I84_q10_rec,16,922.5059,37.03,92946,2.8365,5.64,
I84_q30_rec,16,922.5156,37.03,53628,1.6366,9.78,
I84_q60_rec,16,922.536,37.03,37702,1.1506,13.91,
I85_q10_rec,16,922.5058,37.03,92089,2.8103,5.69,
I85_q30_rec,16,922.5155,37.03,53307,1.6268,9.84,
I85_q60_rec,16,922.5358,37.03,37346,1.1397,14.04,
I86_q10_rec,16,922.5058,37.03,91495,2.7922,5.73,
I86_q30_rec,16,922.5154,37.03,53230,1.6245,9.85,
I86_q60_rec,16,922.5359,37.03,37299,1.1383,14.06,
I87_q10_rec,16,922.5058,37.03,90333,2.7567,5.8,
I87_q30_rec,16,922.5151,37.03,52437,1.6003,10.0,
I87_q60_rec,16,922.5354,37.03,37244,1.1366,14.08,
I88_q10_rec,16,922.5058,37.03,88576,2.7031,5.92,
I88_q30_rec,16,922.5149,37.03,51504,1.5718,10.18,
I88_q60_rec,16,922.5345,37.03,36601,1.117,14.32,
I89_q10_rec,16,922.5057,37.03,87046,2.6564,6.02,
I89_q30_rec,16,922.5147,37.03,50606,1.5444,10.36,
I89_q60_rec,16,922.5341,37.03,36111,1.102,14.52,
I8_q10_rec,16,922.506,37.03,106789,3.2589,4.91,
I8_q30_rec,16,922.5172,37.03,65560,2.0007,8.0,
I8_q60_rec,16,922.5437,37.03,47245,1.4418,11.1,
I90_q10_rec,16,922.5057,37.03,85918,2.622,6.1,
I90_q30_rec,16,922.5146,37.03,49658,1.5154,10.56,
I90_q60_rec,16,922.5336,37.03,35462,1.0822,14.78,
I91_q10_rec,16,922.5057,37.03,84632,2.5828,6.19,
I91_q30_rec,16,922.5144,37.03,48724,1.4869,10.76,
I91_q60_rec,16,922.5329,37.03,34728,1.0598,15.1,
I92_q10_rec,16,922.5056,37.03,82220,2.5092,6.38,
I92_q30_rec,16,922.514,37.03,47520,1.4502,11.03,
I92_q60_rec,16,922.532,37.03,33986,1.0372,15.43,
I93_q10_rec,16,922.5056,37.03,79111,2.4143,6.63,
I93_q30_rec,16,922.5135,37.03,45933,1.4018,11.41,
I93_q60_rec,16,922.5311,37.03,33053,1.0087,15.86,
I94_q10_rec,16,922.5055,37.03,77121,2.3535,6.8,
I94_q30_rec,16,922.5133,37.03,44366,1.3539,11.82,
I94_q60_rec,16,922.53,37.03,31817,0.971,16.48,
I95_q10_rec,16,922.5055,37.03,73017,2.2283,7.18,
I95_q30_rec,16,922.5128,37.03,41634,1.2706,12.59,
I95_q60_rec,16,922.5282,37.03,29945,0.9138,17.51,
I96_q10_rec,16,922.5054,37.03,67094,2.0475,7.81,
I96_q30_rec,16,922.5118,37.03,38183,1.1653,13.73,
I96_q60_rec,16,922.5259,37.03,27886,0.851,18.8,
I97_q10_rec,16,922.5053,37.03,61523,1.8775,8.52,
I97_q30_rec,16,922.511,37.03,35063,1.07,14.95,
I97_q60_rec,16,922.5238,37.03,26142,0.7978,20.06,
I98_q10_rec,16,922.5052,37.03,57262,1.7475,9.16,
I98_q30_rec,16,922.5105,37.03,32486,0.9914,16.14,
I98_q60_rec,16,922.522,37.03,24128,0.7363,21.73,
I99_q10_rec,16,922.5052,37.03,53699,1.6388,9.76,
I99_q30_rec,16,922.51,37.03,30373,0.9269,17.26,
I99_q60_rec,16,922.5204,37.03,22652,0.6913,23.15,
I9_q10_rec,16,922.506,37.03,103711,3.165,5.06,
I9_q30_rec,16,922.5168,37.03,62836,1.9176,8.34,
I9_q60_rec,16,922.5418,37.03,45233,1.3804,11.59,
preview_from_png_q10_rec,8,1.8379,42.84,45226,1.5202,5.26,
preview_from_png_q30_rec,8,3.9476,36.2,21007,0.7061,11.33,
preview_from_png_q60_rec,8,6.4674,31.92,11864,0.3988,20.06,
Skull_2_NAME^NONE_Volume_0_q10_rec,8,1.8379,42.84,45226,1.5202,5.26,
Skull_2_NAME^NONE_Volume_0_q30_rec,8,3.9476,36.2,21007,0.7061,11.33,
Skull_2_NAME^NONE_Volume_0_q60_rec,8,6.4674,31.92,11864,0.3988,20.06,
Skull_2_NAME^NONE_Volume_1_q10_rec,8,1.5078,44.56,46630,1.0848,7.37,
Skull_2_NAME^NONE_Volume_1_q30_rec,8,3.3022,37.75,19460,0.4527,17.67,
Skull_2_NAME^NONE_Volume_1_q60_rec,8,5.4182,33.45,10067,0.2342,34.16,
